index,glyph_type,sizeA,sizeB,sizeC
136,ripple_wave,83.0,58.0,37.0
138,sun,96.0,85.0,74.0
139,sun,38.0,59.0,78.0
140,candle,43.0,32.0,82.0
1,sun_cc,28.0,45.0,59.0
2,sun_cc,50.0,34.0,22.0
3,sun_cc,70.0,49.0,20.0
4,sun_cc,66.0,60.0,54.0
5,sun_cc,49.0,63.0,80.0
6,sun_cc,55.0,62.0,71.0
7,sun_cc,26.0,15.0,2.0
8,sun_cc,6.0,18.0,25.0
9,sun_cc,99.0,92.0,86.0
10,sun_cc,23.0,39.0,58.0
11,sun_cc,53.0,43.0,26.0
14,sun_cc,54.0,65.0,82.0
16,sun_cc,79.0,59.0,37.0
17,sun_cc,78.0,71.0,66.0
18,sun_cc,36.0,52.0,78.0
19,sun_cc,84.0,77.0,72.0
20,sun_cc,32.0,18.0,4.0
21,sun_cc,65.0,29.0,15.0
22,sun_cc,64.0,52.0,39.0
24,sun_cc,37.0,26.0,21.0
25,sun_cc,95.0,90.0,81.0
26,sun_cc,52.0,40.0,26.0
28,sun_cc,31.0,16.0,2.0
30,sun_cc,92.0,71.0,54.0
31,sun_cc,74.0,82.0,98.0
32,sun_cc,98.0,82.0,67.0
33,sun_cc,2.0,15.0,23.0
34,sun_cc,15.0,10.0,1.0
35,sun_cc,49.0,61.0,77.0
36,sun_cc,31.0,46.0,61.0
37,sun_cc,25.0,46.0,65.0
38,sun_cc,56.0,47.0,33.0
39,sun_cc,87.0,67.0,44.0
40,sun_cc,29.0,50.0,72.0
42,sun_cc,3.0,10.0,14.0
43,sun_cc,70.0,52.0,26.0
44,sun_cc,19.0,34.0,59.0
45,sun_cc,81.0,70.0,57.0
46,sun_cc,23.0,46.0,71.0
47,sun_cc,47.0,20.0,3.0
48,sun_cc,53.0,61.0,74.0
49,sun_cc,89.0,74.0,58.0
50,sun_cc,65.0,72.0,84.0
51,sun_cc,54.0,68.0,96.0
52,sun_cc,7.0,17.0,21.0
53,sun_cc,58.0,45.0,23.0
54,sun_cc,89.0,70.0,50.0
55,sun_cc,91.0,83.0,77.0
56,sun_cc,18.0,21.0,28.0
57,sun_cc,58.0,70.0,97.0
58,sun_cc,87.0,68.0,43.0
59,sun_cc,54.0,63.0,75.0
61,sun_cc,41.0,46.0,52.0
62,sun_cc,57.0,46.0,35.0
63,sun_cc,1.0,17.0,23.0
65,sun_cc,36.0,28.0,22.0
67,sun_cc,18.0,13.0,6.0
69,sun_cc,10.0,20.0,38.0
70,sun_cc,79.0,73.0,68.0
71,sun_cc,47.0,26.0,15.0
72,sun_cc,64.0,74.0,87.0
73,sun_cc,3.0,17.0,24.0
74,sun_cc,19.0,23.0,31.0
75,sun_cc,52.0,31.0,21.0
76,sun_cc,45.0,22.0,9.0
77,sun_cc,62.0,74.0,98.0
78,sun_cc,59.0,68.0,85.0
79,sun_cc,51.0,19.0,2.0
80,sun_cc,1.0,18.0,32.0
81,sun_cc,60.0,67.0,79.0
82,sun_cc,91.0,84.0,80.0
83,sun_cc,39.0,52.0,74.0
84,sun_cc,70.0,55.0,42.0
85,sun_cc,25.0,20.0,14.0
86,sun_cc,54.0,57.0,65.0
87,sun_cc,69.0,78.0,91.0
88,sun_cc,34.0,17.0,7.0
89,sun_cc,48.0,28.0,19.0
90,sun_cc,35.0,21.0,13.0
91,sun_cc,92.0,73.0,55.0
92,sun_cc,45.0,19.0,11.0
93,sun_cc,49.0,42.0,29.0
94,sun_cc,51.0,41.0,28.0
95,sun_cc,55.0,67.0,85.0
96,sun_cc,3.0,9.0,13.0
97,sun_cc,6.0,20.0,55.0
98,sun_cc,80.0,70.0,61.0
99,sun_cc,75.0,56.0,40.0
